Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,TYPE OF MATERIAL,METHOD,COMMENT,INSTITUTION,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FE2O3T(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),LI(PPM),BE(PPM),B(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),AS(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),AG(PPM),CD(PPM),SN(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,SR87_SR86,PB206_PB204,PB207_PB204,PB208_PB204,AGE(KA)
2010, [14524] SCHIANO P. (2010),samp. PICH 135,77594-PICH 135,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 136E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 7,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 112,77594-PICH 112,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 134C,77594-PICH 134C,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 23B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 23A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43E,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 43D,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 17,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 16,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 9A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 9B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 25,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 22,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 45,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 44B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 44A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 44C,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 9C,77594-PICH 9C,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 24B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 15-1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 15-2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 18,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 124B2,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 124B3,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 124A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 124B1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA BASAL EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 48,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 141C,77595-PICH 141C,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 49,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 100B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 142A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 46,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 47,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 100A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 142B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 40B,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 99,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,DACITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 66F,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 55A,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010, [14524] SCHIANO P. (2010),samp. PICH 66C1,,ANDEAN ARC / NORTHERN ANDEAN VOLCANIC ZONE / ECUADOR / PICHINCHA,GUAGUA PICHINCHA TOAZA EDIFICE,-0.17,-78.6,-0.17,-78.6,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,ANDESITE,,,,QUATERNARY,WHOLE ROCK,IGN,,UNIVERSITE DE BRETAGNE OCCIDENTALE,,,,,,,,,,,,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
